Company,Address,Phone,Fax,Email,Website,Contact person,Turnover  
Leyenaar Taapken Lamaker BV,Kamerlingh Onnesweg 7  4131 PK Vianen ,+31 347374844,+31 347377908,info@ltl.nl,http://www.ltl.nl,Mr. R. Taapken,"33,467,731 EUR"
LG Electronics Benelux Sales BV,Krijgsman 1  1186 DM Amstelveen ,+31 204563100,+31 365478789,rviezekolk@lge.com,http://www.lge.nl,Mr. W.H. Lee,"225,960,000 EUR"
Life Fitness (Atlantic) BV,Bijdorpplein 25 -31  2992 LB Barendrecht ,+31 180646666,+31 180646699,marketing.benelux@lifefitness.com,http://www.lifefitness.com,Mr. F.H.L. van de Ven,"41,567,220 EUR"
Limako Suiker BV,Noordzeedijk 113  4671 TL Dinteloord ,+31 165525025,+31 165525022,info@limako.com,http://www.limako.com,Mr. D. Kerkhof,"1,945,400,000 EUR"
Limax BV,Venrayseweg 126 B  5961 AJ Horst ,+31 773999660,+31 773999661,limax@limax.nl,http://www.limax.nl,Mr. J.A.J. Menheere,"20,000,000 EUR"
Limelight BV,Piekstraat 2  3071 EL Rotterdam ,+31 104962222,+31 104237890,info@hunterdouglas.nl,http://www.hunterdouglas.nl,Mr. L. Reijtenbagh,"1,832,240,000 EUR"
Limogra BV,Groothandelsmarkt 198  3044 HG Rotterdam ,+31 102623388,+31 102623384,info@limogra.nl,,  ,"5,100,000 EUR"
Linex Prefab BV,Afrikaweg 7  4561 PA Hulst ,+31 114311400,+31 114311500,info@linexprefab.nl,http://www.linexprefab.nl,Mr. G.L.C. Lernout,"16,547,839 EUR"
Lintner B.V.,De Veldoven 8  3342 GR Hendrik-Ido-Ambacht ,+31 786832211,+31 786832212,info@lintner.nl,http://www.lintner.nl,Mr. R.J. Lintner,"5,560,043 EUR"
Lippoel Leaf BV,Zwarteweg 149  1431 VL Aalsmeer ,+31 297345991,+31 297368533,lippoel@lippoel.com,http://www.cdfintl.com,Mr. H.J. Granögger,"62,527,570 EUR"
Lips Hengelo BV,Fokkerstraat 574  3125 BE Schiedam ,+31 102322666,+31 742761180,,http://www.stoomgoed.com,Mr. M.L.M. Smit,"104,994,621 EUR"
LNP Engineering Plastics Europe,Ottergeerde 22 -30  4941 VM Raamsdonksveer ,+31 162587600,+31 162521924,lnp@lnp.com,http://www.lnp.com,Mr. B.J. Lanham,"778,000,000 EUR"
Load-Lok International BV,Filipsweistraat 9 B  4181 CH Waardenburg ,+31 418566633,+31 418566644,j.de.rooij@load-lok.com,http://www.load-lok.com,  ,"38,889,623 EUR"
Load-Lok Nederland B.V.,Alexander Bellstraat 10  3261 LX Oud Beijerland ,+31 186617167,+31 186612219,j.heinsius@load-lok.com,http://www.load-lok.com,Mr. J. Heinsius,"8,033,831 EUR"
Loctite Nederland BV,Brugwal 11  3432 NZ Nieuwegein ,+31 306073850,+31 306073851,loctite.nederland@loctite-europe.com,http://www.loctite.com,  ,"189,921,000 EUR"
Loders Croklaan Nutrition BV,Hogeweg 1  1521 AZ Wormerveer ,+31 756292911,+31 756292564,info@lipidnutrition.com,http://www.lipidnutrition.com,Mrs. K. Abbenhoek,"1,146,159,000 EUR"
Lolaar Spuitgiettechniek BV,Waterbeemd 1  5705 DN Helmond ,+31 492536756,+31 492537156,info@lolaar.com,http://www.lolaar.com,Mr. A. Loverbos,"15,000,000 EUR"
Louis Nagel BV,Wanraaij 53  6673 DM Andelst ,+31 488420819,+31 488452819,info@nagel.nl,http://www.nagel.nl,Mr. G.J.M. Jaspers,"28,007,000 EUR"
Louwershanique BV,Energieweg 3 A  5527 AH Hapert ,+31 497339696,+31 497386372,info@louwers.nl,http://www.louwers.nl,Mr. E.F. Biekens,"6,699,000 EUR"
Louwman & Parqui BV,Steurweg 8  4941 VR Raamsdonksveer ,+31 162585900,+31 162520890,info@toyota.nl,http://www.toyota.nl,Mr. E.V.N. Louwman,"867,696,000 EUR"
Lovink Technocast BV,Lovinkweg 3  7061 DT Terborg ,+31 315335656,+31 315323363,info@lovink.com,http://www.lovink.com,Mr. D.J. van den Hout,"29,071,000 EUR"
Loxam BV,Dokwerkerstraat 4  2984 BJ Ridderkerk ,+31 885702200,+31 885702201,info@loxam.nl,http://www.loxam.nl,Mr. M.T. Haverschmidt,"16,114,000 EUR"
Lubron Waterbehandeling BV,Mechelaarstraat 38  4903 RE Oosterhout ,+31 162426931,+31 162459192,info@lubron.eu,http://www.lubron.eu,Mr. R.W.H. Braams,"5,136,865 EUR"
Luiten Food BV,Klaverblad 11  2266 JK Leidschendam ,+31 715808020,+31 715801398,sales@luitenfood.com,http://www.luitenfood.com,  ,"71,639,391 EUR"
Lumat BV,Flevolaan 27 D  1382 JX Weesp ,+31 294418129,+31 294410589,info@lumat.com,http://www.lumat.com,Mr. M.J.M. Luykx,"32,956,835 EUR"
Luvata Netherlands BV,Prins Hendriklaan 26 2EETAGE  1075 BD Amsterdam ,+31 204712707,+31 204712700,info@luvata.com,http://www.luvata.com,Mr. T.J.C.M. Mimpen,"118,758,000 EUR"
Luxottica Nederland BV,Van den Eijndekade 2  2102 LE Heemstede ,+31 233031500,+31 235232825,info@nl.luxottica.com,http://www.luxottica.com,Mr. M. Friederichs,"31,084,473 EUR"
LXE Netherlands BV,Nijverheidsweg 9 -13  5627 BT Eindhoven ,+31 402901600,+31 346217075,info.nl@lxe.com,http://www.lxe.com,Mr. K. Dahoe,"11,243,000 EUR"
LZG Group BV,Camerastraat 17  1322 BB Almere ,+31 205840104,,,,Mr. P.M. Verkuyl,"178,011,000 EUR"
M. & R. de Monchy NV,Beursplein 37 WTC-KMR-11  3011 AA Rotterdam ,+31 102053344,+31 102053345,info@monchy.nl,http://www.monchy.nl,Mr. D.L. van Wassenaer,"170,354,000 EUR"
M. Dirkzwager Detailhandel Holding BV,Noordvest 23  3111 PE Schiedam ,+31 104264540,+31 162447611,c.visser@delcave.nl,,Mr. D.R. Bosma,"344,807,000 EUR"
M. Koster en Zonen,New Yorkstraat 44  1175 RD Lijnden ,+31 206596453,+31 206595520,info@breitiling.nl,http://www.mkosterenzonen.nl,Mr. E. Koster,"9,287,000 EUR"
M. Roobol Woontextiel BV,Donk 3  2991 LE Barendrecht ,+31 180644644,+31 180644505,info@roobol.com,http://www.roobol.com,Mr. M. Begeer,"28,599,000 EUR"
M.P.I.-Chemie BV,De Bouw 1 A  3991 SX Houten ,+31 306352186,+31 306352185,sales@mpi-chemie.com,http://www.mpi-chemie.com,Mr. E.S.G. de Haas,"11,000,000 EUR"
Maas International BV,Science Park Eindhoven 5051  5692 EB Son ,+31 402644500,+31 402644653,sales@maas.nl,http://www.maas.nl,Mr. A.J.M.J.M. Maas,"144,287,000 EUR"
Machine Fabriek Elburg BV,Industriestraat 10  8081 HG Elburg ,+31 525684299,+31 525684195,info@machinefabriekelburg.nl,http://www.machinefabriekelburg.nl,Mr. G. Berghorst,"18,000,000 EUR"
Machine Support BV,Nikkelstraat 7  2984 AM Ridderkerk ,+31 180483828,+31 180483829,info@maschinesupport.com,http://www.maschinesupport.com,Mr. R. Vermeulen,"10,202,000 EUR"
Machinefabriek Bolier BV,Grevelingenweg 21  3313 LB Dordrecht ,+31 786164111,+31 786210313,support@bolier.nl,http://www.bolier.nl,Mrs. C. Rehse,"26,352,000 EUR"
Machinefabriek G. van der Ploeg BV,Plutoweg 13  8938 AC Leeuwarden ,+31 582539999,+31 582539990,info@vdploeg.nl,http://www.vdploeg.nl,Mr. Y.Y. van der Velde,"8,071,697 EUR"
Machinefabriek Geurtsen Deventer BV,Smyrnastraat 3  7413 BA Deventer ,+31 570621159,+31 570621937,info@mfgeurtsen.nl,http://www.mfgeurtsen.nl,Mr. P.N.M. Geurtsen,"6,506,730 EUR"
Machinefabriek Grisnich BV,Constructieweg 2  8305 AA Emmeloord ,+31 527697231,+31 527613523,,http://www.grisnich.nl,Mr. W.P.H. van Hooijdonk,"5,500,000 EUR"
Machinefabriek Tuin BV,Tottenhamstraat 54  7701 BP Dedemsvaart ,+31 523615551,+31 523614981,info@tuin.nl,http://www.tuin.nl,Mr. R. Sieljes,"7,000,000 EUR"
Machinefabriek-Apparatenbouw Bosker en Zonen BV,Antoni Verburghwijk 6  9948 PE Termunterzijl ,+31 596517120,+31 596601278,management@mfbosker.com,http://www.mfbosker.com,Mr. D. Bosker,"5,500,000 EUR"
Machinehandel Lekkerkerker BV,Handelsweg 2  3411 NZ Lopik ,+31 348558080,+31 348554894,info@lekkerkerker.nl,http://www.lekkerkerker.nl,Mr. C.A. Lekkerkerker,"8,000,000 EUR"
MachinehandelMachinefabriek De Gouwe BV,Goudkade 8 -10  2802 AA Gouda ,+31 182513644,+31 182518881,info@degouwe.nl,http://www.degouwe.nl,Mr. J.W. van der Wolf,"5,500,000 EUR"
Mado Nederland BV,Langendijk 10  5652 AX Eindhoven ,+31 402513877,+31 402514366,info@luxaflex-outdoor.nl,http://www.luxaflex-outdoor.nl,Mr. T. Kortmann,"1,832,240,000 EUR"
Maersk BV,Boompjes 40  3011 XB Rotterdam ,+31 107127000,+31 107127999,receptie@maersk.nl,http://www.maersk.nl,Mr. M.J. White,"479,606,180 EUR"
Maf Magnesite BV,"Nieuwe Uitleg 10  2514 BP Gravenhage,'s- ",+31 703105900,+31 703105901,maf@magnesiumoxide.com,http://www.magnesiumoxide.com,Mr. R.F.M. van der Ven,"7,900,000 EUR"
Magista B.V.,James Wattstraat 1  7442 DC Nijverdal ,+31 548610555,+31 548611155,magista@magista.nl,http://www.magista.nl,Mr. A.G.E. Houben,"6,321,000 EUR"
Maiburg Hout B.V.,Schutweg 6  5145 NP Waalwijk ,+31 416566570,+31 416566571,verkoop@maiburg.nl,,Mr. B. Maiburg,"19,555,388 EUR"
Maiburg Hout BV,Schutweg 6  5145 NP Waalwijk ,+31 416566570,+31 416566571,verkoophout@maiburg.nl,http://www.maiburg.nl,Mr. F.J.J.C.G. Maiburg,"18,606,000 EUR"
Maiburg Schuurtechniek BV,Schutweg 6  5145 NP Waalwijk ,+31 416566566,+31 416566521,info@maiburg.nl,http://www.maiburg.nl,Mr. F.J.J.C.G. Maiburg,"40,000,000 EUR"
Majestic Products BV,Curieweg 19  3208 KJ Spijkenisse ,+31 181475000,+31 181314777,info@majestic.nl,http://www.majestic.nl,Mr. J.V. Kruiniger,"51,400,000 EUR"
Mallinckrodt Medical BV,Westerduinweg 3  1755 LE Petten ,+31 224567890,+31 224567008,,http://www.mallinckrodt.com,Mr. F. de Lange,"110,709,000 EUR"
Maltha Glasrecycling Nederland BV,Glasweg 7 -9  4794 TB Heijningen ,+31 167529529,+31 167524564,info@maltha.nl,http://www.maltha.nl,Mr. A. Steenbergen,"45,191,000 EUR"
Man Roland Nederland BV,Deccaweg 32  1042 AD Amsterdam ,+31 205872222,+31 205872600,info@manrolandbenelux.nl,http://www.man-roland.nl,Mr. W.A. Moriaux,"48,453,000 EUR"
Man Truck & Bus BV,Zuiderinslag 14  3833 BP Leusden ,+31 347363211,+31 347363228,info@man-trucks.nl,http://www.man-trucks.nl,Mr. E.A. Meijerman,"210,000,000 EUR"
Management Logistics Sales (M.L.S.) Beheer BV,Oosteinde 16  9301 ZP Roden ,+31 505016811,+31 505013885,agz@agz.nl,http://www.agz.nl,Mr. A. van Veldhuizen,"166,696,145 EUR"
Manders Automation BV,Keizersveld 16  5803 AN Venray ,+31 478510004,+31 478586683,info@mandersautomation.nl,http://www.mandersautomation.nl,Mr. J. Thijssen,"6,694,000 EUR"
Manfield BV,"Larenweg 70  5234 KC Hertogenbosch,'s- ",+31 736483534,+31 736483593,info@manfield.nl,http://www.manfield.com,Mr. H. Sieders,"875,200,000 EUR"
Manntech Gevelinstallaties BV,Distriboulevard 1 -A  4761 RZ Zevenbergen ,+31 168389500,+31 168389501,manntech@manntech.org,http://www.manntech.org,Mr. H. Dahmeijer,"8,000,000 EUR"
Maquet Netherlands BV,Oscar Romerolaan 3  1216 TJ Hilversum ,+31 356255320,+31 356255321,info@maquetnetherlands.nl,http://www.marquetnetherlands.nl,Mr. R. Stoopman,"1,253,510,000 EUR"
Marel Meat Processing BV,Industrielaan 63  5349 AE Oss ,+31 412669911,+31 412669250,,http://www.marel.com,Mr. O. Vink,"75,000,000 EUR"
Markem-Imaje BV,Nesland 3  1382 MZ Weesp ,+31 294460460,+31 294460420,info@nl.imaje.com,http://www.markem-imaje.com,Mr. G. van Eckeveld,"80,659,847 EUR"
Marko BV,Beneden Verlaat 75 -81  9645 BM Veendam ,+31 598698798,+31 598698800,info@marko.nl,http://www.marko.nl,Mr. F.S. Tammes,"18,469,000 EUR"
Marni Fruit BV,Gebroken Meeldijk 52  2991 VD Barendrecht ,+31 180697989,+31 180697990,sales@marnifruit.nl,http://www.marnifruit.nl,  ,"30,608,233 EUR"
Martinshof BV,Pieter Lieftinckweg 11  1505 HX Zaandam ,+31 886550455,+31 571276533,,http://www.martinshof.nl,Mr. L.M. Elenbaas,"41,245,711 EUR"
Masita Sportswear BV,Pascalweg 8  6101 WV Echt ,+31 475429000,+31 475429001,info@masita.com,http://www.masita.com,Mr. H.F.H. Balter,"12,600,000 EUR"
Mastervolt BV,Snijdersbergweg 93  1105 AN Amsterdam Z.O. ,+31 203422100,+31 206971006,info@mastervolt.com,http://www.mastervolt.com,Mr. P.F. Kenninck,"50,000,000 EUR"
Mastervolt International BV,Snijdersbergweg 93  1105 AN Amsterdam Z.O. ,+31 203422100,+31 206971006,info@mastervolt.com,http://www.mastervolt.com,Mr. P.F. Kenninck,"50,000,000 EUR"
Materiaal Metingen Europe BV,Rietdekkerstraat 16  2984 BM Ridderkerk ,+31 180482828,+31 180462240,,http://www.mme-group.com,Mrs. A. Talbot-Markwat,"11,875,935 EUR"
Materiaal Metingen Testgroep BV,Rietdekkerstraat 16  2984 BM Ridderkerk ,+31 180482828,+31 180462240,info@mme-group.com,http://www.mme-group.com,Mrs. A. Talbot-Markwat,"10,896,062 EUR"
Mattheeussens Wido BV,Burgemeester Voetenstr 42  4641 JD Ossendrecht ,+31 164672850,+31 164673411,info@mado-conserven.nl,http://www.mado-conserven.nl,Mr. R.E.A. Mattheussens,"7,763,599 EUR"
Maurice Kassenbouw BV,Energiestraat 15  5961 PT Horst ,+31 773981335,+31 773985935,maurice@kassenbouw.com,http://www.kassenbouw.com,Mr. P.H.E.M. Malschaert,"35,000,000 EUR"
Mavom BV,Handelsweg 6  2404 CD Alphen a.d. Rijn ,+31 622469515,+31 172420310,info@mavom.nl,http://www.dge.nl,Mr. D.A. Kamberg,"7,061,000 EUR"
Maxi Miliaan BV,Korendijk 5  5704 RD Helmond ,+31 492578111,+31 492578166,dorel@dorel.eu,http://www.dorelnl.nl,Mr. J.A.P. Brands,"128,301,000 EUR"
Maxxium Nederland BV,De Cuserstraat 89  1081 CN Amsterdam ,+31 205806806,+31 206811051,info@maxxium.nl,http://www.maxxium.nl,Mr. T.D.M. Clamens,"8,387,000 EUR"
Mayfran International BV,Edisonstraat 14  6372 AK Landgraaf ,+31 455329292,+31 455329200,info@mayfran-europe.eu,http://www.mayfran.com,Mr. W.E.H. Kroonen,"29,757,693 EUR"
Mayonna BV,Ansjovisweg 26  3751 BL Bunschoten-Spakenburg ,+31 332475020,+31 332475029,n.geuchies@kennemervis.nl,http://www.kennemervis.nl,Mr. P. Hamaker,"184,035,445 EUR"
Mayr-Melnhof Eerbeek BV,Coldenhovenseweg 12  6961 ED Eerbeek ,+31 313675111,+31 313654777,info.eerbeek@mm-karton.com,http://www.mm-karton.com,Mr. A. Steinkellner,"97,153,000 EUR"
MCB Nederland BV,John F. Kennedylaan 59  5555 XC Valkenswaard ,+31 402088333,+31 402043795,info@mcb.nl,http://www.mcb.nl,Mr. G.A. Dekker,"641,037,434 EUR"
Mckesson Nederland B.V.,Weverstede 35  3431 JS Nieuwegein ,+31 306015600,+31 306015601,info@mckesson.nl,http://www.mckesson.nl,Mr. F. Hiddinga,"13,775,000 EUR"
MCM Foods BV,Veerkade 5 G  3016 DE Rotterdam ,+31 102130488,+31 104116545,mail@mcmfoods.com,http://www.mcmfoods.com,Mr. A.W.G. Carabain,"31,131,108 EUR"
MDB Twello BV,Oude Rijksstraatweg 36  7391 ME Twello ,+31 571272141,+31 571275624,sales@lifrank.nl,http://www.lifrank.nl,Mr. M. de Boer,"257,721,000 EUR"
Meat Import Zandbergen Brothers BV,Industrieweg 66  2382 NW Zoeterwoude ,+31 715815001,+31 715410675,info@zandbergen.com,http://www.zandbergen.com,Mr. A.M. Zandbergen,"251,735,053 EUR"
Medcor Pharmaceuticals BV,Ketelmeerstraat 140 -142144  8226 JX Lelystad ,+31 320265030,+31 320265039,info@medcor.nl,http://www.medcor.nl,Mr. C. Piket,"86,792,448 EUR"
Medeco BV,Alexander Flemingstraat 2  3261 MA Oud-Beijerland ,+31 186634400,+31 186616893,info@medeco.nl,http://www.medeco.nl,Mr. R.E. Hoozemans,"2,606,500,000 EUR"
Medeco BV,Alexander Flemingstraat 2  3261 MA Oud-Beijerland ,+31 186634400,+31 186616893,info@medeco.nl,http://www.medeco.nl,Mr. J.H. den Adel,"100,000,000 EUR"
Medica Europe BV,Galliersweg 20  5349 AT Oss ,+31 412671300,+31 412671310,info@medica-europe.nl,http://www.medica-europe.nl,Mr. A.R.A. van Breugel,"34,946,000 EUR"
Mediq Farma BV,Hertogswetering 159  3543 AS Utrecht ,+31 302821911,+31 302896650,,http://www.mediq.nl,Mr. M. van Gelder,"2,602,712,000 EUR"
Medisize BV,Edisonstraat 1  2181 AB Hillegom ,+31 252576888,+31 252519825,info@medisize.com,http://www.medisize.com,Mr. W. van den Bruinhorst,"15,871,000 EUR"
Medistad Medical BV,Nijverheidsweg 1  1671 GC Medemblik ,+31 227546600,+31 227542230,info@medistad.com,http://www.medistad.com,Mr. J.W. Herikhuisen,"21,211,597 EUR"
Medrad Europe BV,Horsterweg 24  6199 AC Maastricht Airport ,+31 433585600,+31 433656598,medrad-nederland@medrad.com,http://www.medrad.com,Mr. P.M.E.G. Cleber,"42,704,409 EUR"
Meerendonk BV,Kastanjelaan 26 C  2982 CM Ridderkerk ,+31 180484950,+31 180484940,welcome@meerendonk.nl,http://www.meerendonk.com,Mr. M. Heemskerk,"16,594,359 EUR"
Meetpapier BV,Veerdijk 31  1531 MS Wormer ,+31 756282957,+31 756215571,geldof@meetpapier.nl,http://meetpapier.nl,Mr. K. Geldof,"14,862,000 EUR"
Mega Ceramics B.V.,Veerweg 2  5145 NS Waalwijk ,+31 416566466,+31 416566419,info@megaceramics.nl,http://www.megaceramics.nl,Mr. P.R.M. Leijten,"8,700,000 EUR"
Mega Ceramics BV,Veerweg 2  5145 NS Waalwijk ,+31 416566466,+31 416566419,info@megaceramics.nl,http://www.megaceramics.nl,Mr. F. Dilven,"8,700,000 EUR"
Megara BV,Loosdorp 2  4143 LT Leerdam ,+31 345637999,+31 345618762,info@karwei.nl,http://www.karwei.nl,Mr. P. Burgwal,"658,719,100 EUR"
Meinesz Harlingen BV,Zuidwalweg 22  8861 NV Harlingen ,+31 517413741,+31 517416222,meinesz@olbenboon.nl,http://www.olbenboon.nl,Mr. S. Kuyt,"51,865,630 EUR"
Menken Orlando BV,"Kerketuinenweg 35  2544 CV Gravenhage,'s- ",+31 703082222,+31 703099306,info@menkenorlando.nl,http://www.menkenorlando.nl,Mr. R.L.A. Menken,"63,000,000 EUR"
Menken Salades & Sauzen BV,Edisonstraat 2  2171 TV Sassenheim ,+31 252433710,+31 252433715,info@menkensaldes.nl,http://www.menkencombinatie.nl,Mr. A.W.P.M. Menken,"99,141,000 EUR"
MercardIntercard BV,Westzijde 180 E  1506 EK Zaandam ,+31 756476666,+31 756476699,info@mercard.nl,http://www.mercard.nl,Mr. F.P. Schipper,"135,158,000 EUR"
Mercedes-Benz Customer Assistance Center Maastricht NV,Gelissendomein 5  6229 GK Maastricht ,+31 433562222,+31 433562422,mbcac@daimler.com,http://www.daimler.com,Mr. K. Ziemsky,"1,079,024,000 EUR"
Mercedes-Benz Nederland BV,Van Deventerlaan 50  3528 AE Utrecht ,+31 302471911,+31 302471600,info@mercedesbenz.nl,http://www.mercedesbenz.nl,Mr. H. Baarne,"1,034,333,000 EUR"
Mercurius van Keulen BV,Bruynvisweg 5  1531 AX Wormer ,+31 756476464,+31 756476565,,http://www.kalender.mercurius.com,  ,"137,126,000 EUR"
Merford Noise Control BV,Franklinweg 8  4207 HZ Gorinchem ,+31 183675000,+31 183626440,merford@merford.nl,http://www.merford.nl,Mr. C.J. Vertooren,"8,524,000 EUR"
Merison Retail BV,Einsteinweg 5  3752 LW Bunschoten-Spakenburg ,+31 332997111,+31 332997135,info@merison.nl,http://www.merison.nl,Mr. M.J. Moore,"58,000,000 EUR"
Merrem & La Porte BV,Veilingweg 2  5301 KM Zaltbommel ,+31 418578911,+31 418515625,info@merrem.nl,http://www.merrem.nl,Mr. L.P.H.M. Kemps,"23,500,000 EUR"
Merrem Materials BV,Veilingweg 2  5301 KM Zaltbommel ,+31 418578999,+31 418578911,info@merrem-materials.com,http://www.merrem-materials.com,Mr. E.G. Timmermans,"9,994,000 EUR"
Mersen Benelux BV,Mercuriusweg 4 -6  3113 AR Schiedam ,+31 102983030,+31 104375524,contact.nl.cln@mersen.com,http://www.mersen.com,Mr. N. van Nuffelen,"14,000,000 EUR"
Mertens Bouwbedrijf BV,Emmasingel 32  6001 BC Weert ,+31 495579710,+31 495579715,info@mertens-weert.nl,http://www.mertens-weert.nl,Mr. E. Smeets,"20,000,000 EUR"
Merwestaal Moerdijk BV,Transitoweg 11  4782 SM Moerdijk ,+31 168382200,+31 168382201,info@merwedestaal.nl,http://www.merwestaal.nl,Mr. M. de Bruin,"50,222,203 EUR"
Messer Eutectic Castolin Benelux NV,Rotterdamseweg 406  2629 HH Delft ,+31 152569203,+31 152566102,info@castolin.nl,http://www.castolin.com,Mrs. N. van der Mijnsbrugge,"8,624,000 EUR"
Metaalketen Noord-Oost BV,Topaasstraat 45  7554 TJ Hengelo ,+31 742436455,+31 742915029,info@metaalketen.com,http://www.metaalketen.com,Mr. M.R. Kok,"10,000,000 EUR"
Metaalperswerk Van de Wetering B.V.,van Salmstraat 66  5281 RS Boxtel ,+31 411673917,+31 411682921,info@wetering.com,http://www.wetering.com,Mr. J. Rondeel,"5,224,000 EUR"
Metalwire BV,Expeditiestraat 11  5961 PX Horst ,+31 773985300,+31 773984865,sales@metalwire.com,http://www.metalwire.com,Mr. P.L.A. Janssen,"23,000,000 EUR"
Metrex B.V.,Sourethweg 13  6422 PC Heerlen ,+31 455667272,+31 455423965,,http://www.moxba.nl,Mr. R.G.M. Verheugd,"13,231,657 EUR"
Metro Cash & Cary Nederland B.V.,Dalsteindreef 101 - 139  1112 XC Diemen ,+31 203980734,+31 203980758,,http://www.makro.nl,Mr. J. Peters,"1,329,373,000 EUR"
Mettler-Toledo BV,Franklinstraat 5  4004 JK Tiel ,+31 344638363,+31 344638390,nlsales@mt.com,http://www.mt.com,Mr. J.P. Dekker,"25,750,000 EUR"
Meuwissen Industrie BV,Waarderweg 122  2031 BS Haarlem ,+31 235125912,+31 235125911,info@meuwissen.nl,http://www.meuwissen.nl,Mr. J.H. Gerritsen,"20,000,000 EUR"
Mextal BV,De Tienden 48  5674 TB Nuenen ,+31 402906065,+31 402839620,kruijswijk@mextal.com,http://www.mextal.com,Mr. E.P.J. Kruijswijk,"1,100,178,000 EUR"
Meyra Retail & Services B.V.,Gildenstraat 6  3861 RG Nijkerk Gld ,+31 332472727,+31 332472720,info@meyra.nl,http://www.meyra.nl,Mr. E.G.T. te Riele,"25,600,000 EUR"
Michel Oprey & Beisterveld Natuursteen BV,Havenweg 18  6101 AB Echt ,+31 475417000,+31 475417001,info@mo-b.nl,http://www.mo-b.nl,Mr. J.J.M. Simons,"40,413,674 EUR"
Michelin Nederland NV,Huub van Doorneweg 2  5151 DT Drunen ,+31 416384100,+31 416384193,JACO.GREFKENS@MICHELIN.COM,http://www.michelin.nl,Mr. O. Emblem,"309,088,000 EUR"
Microbais Automatisering BV,Hettenheuvelweg 12  1101 BN Amsterdam Z.O. ,+31 204307777,+31 204307770,,http://www.microbais.nl,Mr. B. Buijzen,"12,632,569 EUR"
Micros Netherlands BV,De Zonnecel 4  3815 KN Amersfoort ,+31 334341406,+31 334965401,info.nl@torex.com,http://www.torex.com,Mr. M.G.A. Kreugel,"22,444,000 EUR"
Mid Ocean Benelux BV,Hermesweg 9  3771 ND Barneveld ,+31 342426842,+31 334617373,sales.benelux@midoceanbrands.com,http://www.midoceanbrands.com,Mr. S.J. Gibson,"85,909,000 EUR"
Miedema Landbouwwerktuigenfabriek BV,Kleasterdyk 43  8831 XA Winsum ,+31 517239800,+31 517239801,info@miedema.com,http://www.miedema.com,Mr. R. Boeijenga,"26,797,000 EUR"
Miele Nederland BV,De Limiet 2  4131 NR Vianen ,+31 347378577,+31 347378206,info@miele.nl,http://www.miele.nl,Mr. J.L.A. Brouwer,"175,140,911 EUR"
Minkels BV,Eisenhowerweg 12  5466 AC Veghel ,+31 413311100,+31 413311102,receptie@minkels.com,http://www.minkels.com,Mr. T. Wildvank,"35,894,000 EUR"
Miss Etam BV,Oostweg 2  2723 RH Zoetermeer ,+31 797972000,+31 797972406,,http://www.missetam.nl,Mr. R.P.M. Herbermann,"233,585,000 EUR"
Mitsubishi Motor Sales Nederland BV,Bovenkerkerweg 6 -8  1185 XE Amstelveen ,+31 204056800,+31 206541470,info@mmsn.nl,http://www.mmsn.nl,Mr. M. de Lange,"119,456,000 EUR"
Mitsubishi Nederland BV,Claude Debussylaan 28  1082 MD Amsterdam ,+31 205492549,+31 205492529,andre.c.schalker@mitsubishicorp.com,http://www.mitsubishi.co.jp,Mr. I. Mishima,"100,000,000 EUR"
Mitsubishi Turbocharger and Engine Europe BV,Damsluisweg 2  1332 EC Almere ,+31 365388311,+31 365388288,info@mhimee.nl,http://www.mhimee.nl,Mr. T. Kado,"577,716,000 EUR"
Mitutoyo Nederland BV,Storkstraat 40  3905 KX Veenendaal ,+31 318534911,+31 318534914,info@mitutoyo.nl,http://www.mitutoyo.nl,Mr. H. Aoki,"7,605,980 EUR"
Miyachi Europe BV,Schootense Dreef 21  5708 HZ Helmond ,+31 492542225,+31 492536222,info@weld.equip.com,http://www.miyachieurope.com,Mr. J. Doliframento,"18,019,332 EUR"
Moes Bouwbedrijf B.V.,Punterweg 2  8042 PB Zwolle ,+31 384296666,+31 384212100,info@moesbouw.nl,http://www.moesbouw.nl,Mr. D. Hammer,"226,890,108 EUR"
Mol Logistics (Netherlands) BV,Siriusstraat 45  5015 BT Tilburg ,+31 135373373,+31 135373575,info@mol-verbindinglogistics.nl,http://www.mol-logistics.nl,Mr. C. Berkelmans,"40,000,000 EUR"
Mondial Cosmetics BV,Egelskoog 9 A  1822 BM Alkmaar ,+31 725672050,+31 725641155,sales@mondialcosmetics.nl,http://www.mondialcosmetics.nl,Mrs. H. Kaagman,"10,000,000 EUR"
Mondo Minerals B.V.,Kajuitweg 8  1041 AR Amsterdam ,+31 204487448,+31 204487437,info@mondominerals.com,http://www.mondominerals.com,Mr. W.D. Keller,"132,114,000 EUR"
Moors Constructie en Machinebouw Bergharen BV,Breekwagen 6  6617 KC Bergharen ,+31 487531487,+31 487532031,info@moors.nl,http://www.moors.nl,  ,"6,229,300 EUR"
Morgan AM&T - Morgan Am & T. BV,Kernweg 32  1627 LH Hoorn ,+31 229255555,+31 229216109,info@national.nl,http://www.national.nl,Mr. J.J.M. Heuwekemeijer,"5,641,000 EUR"
Morssinkhof Plastics Lichtenvoorde BV,Mercatorstraat 22  7131 PX Lichtenvoorde ,+31 544372306,+31 544375735,mpl@morssinkhofplastics.nl,http://www.morssinkhofplastics.nl,  ,"130,981,618 EUR"
